country,country_code,city,state
"Myanmar",MM,"Kyaikkami","Mon State"
"Myanmar",MM,"Kyaikto","Mon State"
"Myanmar",MM,"Martaban","Mon State"
"Myanmar",MM,"Mawlamyine","Mon State"
"Myanmar",MM,"Mudon","Mon State"
"Myanmar",MM,"Thaton","Mon State"
"Myanmar",MM,"Nay Pyi Taw","Naypyidaw Union Territory"
"Myanmar",MM,"Pyinmana","Naypyidaw Union Territory"
"Myanmar",MM,"Sittwe","Rakhine State"
"Myanmar",MM,"Mawlaik","Sagaing Region"
"Myanmar",MM,"Monywa","Sagaing Region"
"Myanmar",MM,"Sagaing","Sagaing Region"
"Myanmar",MM,"Shwebo","Sagaing Region"
"Myanmar",MM,"Lashio","Shan State"
"Myanmar",MM,"Tachilek","Shan State"
"Myanmar",MM,"Taunggyi","Shan State"
"Myanmar",MM,"Dawei","Tanintharyi Region"
"Myanmar",MM,"Kawthoung","Tanintharyi Region"
"Myanmar",MM,"Myeik","Tanintharyi Region"
"Myanmar",MM,"Kanbe","Yangon Region"
"Myanmar",MM,"Kayan","Yangon Region"
"Myanmar",MM,"Syriam","Yangon Region"
"Myanmar",MM,"Thongwa","Yangon Region"
"Myanmar",MM,"Twante","Yangon Region"
"Myanmar",MM,"Yangon","Yangon Region"
"Namibia",NA,"Arandis","Erongo Region"
"Namibia",NA,"Hentiesbaai","Erongo Region"
"Namibia",NA,"Karibib","Erongo Region"
"Namibia",NA,"Omaruru","Erongo Region"
"Namibia",NA,"Otjimbingwe","Erongo Region"
"Namibia",NA,"Swakopmund","Erongo Region"
"Namibia",NA,"Swakopmund Constituency","Erongo Region"
"Namibia",NA,"Usakos","Erongo Region"
"Namibia",NA,"Walvis Bay","Erongo Region"
"Namibia",NA,"Aranos","Hardap Region"
"Namibia",NA,"Hoachanas","Hardap Region"
"Namibia",NA,"Maltahöhe","Hardap Region"
"Namibia",NA,"Mariental","Hardap Region"
"Namibia",NA,"Rehoboth","Hardap Region"
"Namibia",NA,"Bethanie","Karas Region"
"Namibia",NA,"Karasburg","Karas Region"
"Namibia",NA,"Keetmanshoop","Karas Region"
"Namibia",NA,"Lüderitz","Karas Region"
"Namibia",NA,"Oranjemund","Karas Region"
"Namibia",NA,"Tses","Karas Region"
"Namibia",NA,"Warmbad","Karas Region"
"Namibia",NA,"Rundu","Kavango East Region"
"Namibia",NA,"Katutura","Khomas Region"
"Namibia",NA,"Windhoek","Khomas Region"
"Namibia",NA,"Epupa Constituency","Kunene Region"
"Namibia",NA,"Khorixas","Kunene Region"
"Namibia",NA,"Khorixas Constituency","Kunene Region"
"Namibia",NA,"Opuwo","Kunene Region"
"Namibia",NA,"Opuwo Constituency","Kunene Region"
"Namibia",NA,"Outjo","Kunene Region"
"Namibia",NA,"Sesfontein Constituency","Kunene Region"
"Namibia",NA,"Oshikango","Ohangwena Region"
"Namibia",NA,"Gobabis","Omaheke Region"
"Namibia",NA,"Okahao","Omusati Region"
"Namibia",NA,"Ongandjera","Omusati Region"
"Namibia",NA,"Outapi","Omusati Region"
"Namibia",NA,"Ondangwa","Oshana Region"
"Namibia",NA,"Ongwediva","Oshana Region"
"Namibia",NA,"Oshakati","Oshana Region"
"Namibia",NA,"Omuthiya","Oshikoto Region"
"Namibia",NA,"Tsumeb","Oshikoto Region"
"Namibia",NA,"Grootfontein","Otjozondjupa Region"
"Namibia",NA,"Okahandja","Otjozondjupa Region"
"Namibia",NA,"Okakarara","Otjozondjupa Region"
"Namibia",NA,"Otavi","Otjozondjupa Region"
"Namibia",NA,"Otjiwarongo","Otjozondjupa Region"
"Namibia",NA,"Bagani","Zambezi Region"
"Namibia",NA,"Katima Mulilo","Zambezi Region"
"Nauru",NR,"Arijejen","Aiwo District"
"Nauru",NR,"Anabar","Anabar District"
"Nauru",NR,"Baiti","Baiti District"
"Nauru",NR,"Ijuw","Ijuw District"
"Nauru",NR,"Menen","Meneng District"
"Nauru",NR,"Uaboe","Uaboe District"
"Nauru",NR,"Yaren","Yaren District"
"Nepal",NP,"Banepā","Central Region"
"Nepal",NP,"Bharatpur","Central Region"
"Nepal",NP,"Birgañj","Central Region"
"Nepal",NP,"Dhulikhel","Central Region"
"Nepal",NP,"Gaur","Central Region"
"Nepal",NP,"Hari Bdr Tamang House","Central Region"
"Nepal",NP,"Hetauda","Central Region"
"Nepal",NP,"Jaleshwar","Central Region"
"Nepal",NP,"Janakpur","Central Region"
"Nepal",NP,"Kathmandu","Central Region"
"Nepal",NP,"Kirtipur","Central Region"
"Nepal",NP,"Madhyapur Thimi","Central Region"
"Nepal",NP,"Malaṅgawā","Central Region"
"Nepal",NP,"Nagarkot","Central Region"
"Nepal",NP,"Panauti","Central Region"
"Nepal",NP,"Pātan","Central Region"
"Nepal",NP,"Rāmechhāp","Central Region"
"Nepal",NP,"kankrabari Dovan","Central Region"
"Nepal",NP,"Bhadrapur","Eastern Development Region"
"Nepal",NP,"Bhojpur","Eastern Development Region"
"Nepal",NP,"Biratnagar","Eastern Development Region"
"Nepal",NP,"Dhankutā","Eastern Development Region"
"Nepal",NP,"Dharān","Eastern Development Region"
"Nepal",NP,"Ilām","Eastern Development Region"
"Nepal",NP,"Inaruwa","Eastern Development Region"
"Nepal",NP,"Khanbari","Eastern Development Region"
"Nepal",NP,"Lahān","Eastern Development Region"
"Nepal",NP,"Lobujya","Eastern Development Region"
"Nepal",NP,"Namche Bazar","Eastern Development Region"
"Nepal",NP,"Rājbirāj","Eastern Development Region"
"Nepal",NP,"Siraha","Eastern Development Region"
"Nepal",NP,"Titahari","Eastern Development Region"
"Nepal",NP,"Triyuga","Eastern Development Region"
"Nepal",NP,"Dadeldhurā","Far-Western Development Region"
"Nepal",NP,"Dhangaḍhi̇̄","Far-Western Development Region"
"Nepal",NP,"Dipayal","Far-Western Development Region"
"Nepal",NP,"Mahendranagar","Far-Western Development Region"
"Nepal",NP,"Ṭikāpur","Far-Western Development Region"
"Nepal",NP,"Bhojpur","Mid-Western Region"
"Nepal",NP,"Birendranagar","Mid-Western Region"
"Nepal",NP,"Dailekh","Mid-Western Region"
"Nepal",NP,"Gulariyā","Mid-Western Region"
"Nepal",NP,"Jumla","Mid-Western Region"
"Nepal",NP,"Nepalgunj","Mid-Western Region"
"Nepal",NP,"Tulsīpur","Mid-Western Region"
"Nepal",NP,"Bhattarai Danda","Western Region"
"Nepal",NP,"Butwāl","Western Region"
"Nepal",NP,"Bāglung","Western Region"
"Nepal",NP,"Chitre","Western Region"
"Nepal",NP,"Dihi","Western Region"
"Nepal",NP,"Dārchulā","Western Region"
"Nepal",NP,"Pokhara","Western Region"
"Nepal",NP,"Siddharthanagar","Western Region"
"Nepal",NP,"Tānsen","Western Region"
"Nepal",NP,"Wāliṅ","Western Region"
"Netherlands",NL,"Aalden","Drenthe"
"Netherlands",NL,"Angelslo","Drenthe"
"Netherlands",NL,"Annen","Drenthe"
"Netherlands",NL,"Assen","Drenthe"
"Netherlands",NL,"Ballast","Drenthe"
"Netherlands",NL,"Barger-Oosterveld","Drenthe"
"Netherlands",NL,"Bargeres","Drenthe"
"Netherlands",NL,"Beilen","Drenthe"
"Netherlands",NL,"Borger","Drenthe"
"Netherlands",NL,"Coevorden","Drenthe"
"Netherlands",NL,"Dalen","Drenthe"
"Netherlands",NL,"De Loo","Drenthe"
"Netherlands",NL,"De Wijk","Drenthe"
"Netherlands",NL,"Diever","Drenthe"
"Netherlands",NL,"Dwingeloo","Drenthe"
"Netherlands",NL,"Eelde","Drenthe"
"Netherlands",NL,"Eext","Drenthe"
"Netherlands",NL,"Emmen","Drenthe"
"Netherlands",NL,"Emmer-Compascuum","Drenthe"
"Netherlands",NL,"Emmer-Erfscheidenveen","Drenthe"
"Netherlands",NL,"Emmerhout","Drenthe"
"Netherlands",NL,"Emmermeer","Drenthe"
"Netherlands",NL,"Emmerschans","Drenthe"
"Netherlands",NL,"Exloo","Drenthe"
"Netherlands",NL,"Gasselte","Drenthe"
"Netherlands",NL,"Gasselternijveen","Drenthe"
"Netherlands",NL,"Gemeente Aa en Hunze","Drenthe"
"Netherlands",NL,"Gemeente Assen","Drenthe"
"Netherlands",NL,"Gemeente Borger-Odoorn","Drenthe"
"Netherlands",NL,"Gemeente Coevorden","Drenthe"
"Netherlands",NL,"Gemeente De Wolden","Drenthe"
"Netherlands",NL,"Gemeente Emmen","Drenthe"
"Netherlands",NL,"Gemeente Hoogeveen","Drenthe"
"Netherlands",NL,"Gemeente Meppel","Drenthe"
"Netherlands",NL,"Gemeente Midden-Drenthe","Drenthe"
"Netherlands",NL,"Gemeente Noordenveld","Drenthe"
"Netherlands",NL,"Gemeente Tynaarlo","Drenthe"
"Netherlands",NL,"Gemeente Westerveld","Drenthe"
"Netherlands",NL,"Gieten","Drenthe"
"Netherlands",NL,"Havelte","Drenthe"
"Netherlands",NL,"Hoogeveen","Drenthe"
"Netherlands",NL,"Klazienaveen","Drenthe"
"Netherlands",NL,"Koekange","Drenthe"
"Netherlands",NL,"Krakeel","Drenthe"
"Netherlands",NL,"Marsdijk","Drenthe"
"Netherlands",NL,"Meppel","Drenthe"
"Netherlands",NL,"Nieuw-Buinen","Drenthe"
"Netherlands",NL,"Nieuw-Dordrecht","Drenthe"
"Netherlands",NL,"Nieuw-Roden","Drenthe"
"Netherlands",NL,"Noordbarge","Drenthe"
"Netherlands",NL,"Norg","Drenthe"
"Netherlands",NL,"Odoorn","Drenthe"
"Netherlands",NL,"Oosterhesselen","Drenthe"
"Netherlands",NL,"Paterswolde","Drenthe"
"Netherlands",NL,"Peelo","Drenthe"
"Netherlands",NL,"Peize","Drenthe"
"Netherlands",NL,"Roden","Drenthe"
"Netherlands",NL,"Rolde","Drenthe"
"Netherlands",NL,"Ruinen","Drenthe"
"Netherlands",NL,"Ruinerwold","Drenthe"
"Netherlands",NL,"Schoonebeek","Drenthe"
"Netherlands",NL,"Schoonoord","Drenthe"
"Netherlands",NL,"Sleen","Drenthe"
"Netherlands",NL,"Tweede Exloërmond","Drenthe"
"Netherlands",NL,"Tynaarlo","Drenthe"
"Netherlands",NL,"Uffelte","Drenthe"
"Netherlands",NL,"Valthe","Drenthe"
"Netherlands",NL,"Valthermond","Drenthe"
"Netherlands",NL,"Veenoord","Drenthe"
"Netherlands",NL,"Vledder","Drenthe"
"Netherlands",NL,"Vries","Drenthe"
"Netherlands",NL,"Weiteveen","Drenthe"
"Netherlands",NL,"Westerbork","Drenthe"
"Netherlands",NL,"Westlaren","Drenthe"
"Netherlands",NL,"Wolfsbos","Drenthe"
"Netherlands",NL,"Zuidlaren","Drenthe"
"Netherlands",NL,"Almere Stad","Flevoland"
"Netherlands",NL,"Biddinghuizen","Flevoland"
"Netherlands",NL,"Dronten","Flevoland"
"Netherlands",NL,"Emmeloord","Flevoland"
"Netherlands",NL,"Ens","Flevoland"
"Netherlands",NL,"Gemeente Almere","Flevoland"
"Netherlands",NL,"Gemeente Dronten","Flevoland"
"Netherlands",NL,"Gemeente Lelystad","Flevoland"
"Netherlands",NL,"Gemeente Noordoostpolder","Flevoland"
"Netherlands",NL,"Gemeente Urk","Flevoland"
"Netherlands",NL,"Gemeente Zeewolde","Flevoland"
"Netherlands",NL,"Lelystad","Flevoland"
"Netherlands",NL,"Urk","Flevoland"
"Netherlands",NL,"Zeewolde","Flevoland"
"Netherlands",NL,"Akkrum","Friesland"
"Netherlands",NL,"Aldeboarn","Friesland"
"Netherlands",NL,"Aldlân-Oost","Friesland"
"Netherlands",NL,"Appelscha","Friesland"
"Netherlands",NL,"Augustinusga","Friesland"
"Netherlands",NL,"Bakhuizen","Friesland"
"Netherlands",NL,"Bakkeveen","Friesland"
"Netherlands",NL,"Balk","Friesland"
"Netherlands",NL,"Beetsterzwaag","Friesland"
"Netherlands",NL,"Berltsum","Friesland"
"Netherlands",NL,"Bilgaard","Friesland"
"Netherlands",NL,"Bolsward","Friesland"
"Netherlands",NL,"Boornbergum","Friesland"
"Netherlands",NL,"Broeksterwâld","Friesland"
"Netherlands",NL,"Buitenpost","Friesland"
"Netherlands",NL,"Burdaard","Friesland"
"Netherlands",NL,"Burgum","Friesland"
"Netherlands",NL,"Camminghaburen","Friesland"
"Netherlands",NL,"Damwâld","Friesland"
"Netherlands",NL,"De Domp","Friesland"
"Netherlands",NL,"De Drait","Friesland"
"Netherlands",NL,"De Fryske Marren","Friesland"
"Netherlands",NL,"De Greiden","Friesland"
"Netherlands",NL,"De Knipe","Friesland"
"Netherlands",NL,"De Westereen","Friesland"
"Netherlands",NL,"Dokkum","Friesland"
"Netherlands",NL,"Donkerbroek","Friesland"
"Netherlands",NL,"Drachten","Friesland"
"Netherlands",NL,"Drachtstercompagnie","Friesland"
"Netherlands",NL,"Drogeham","Friesland"
"Netherlands",NL,"Dronryp","Friesland"
"Netherlands",NL,"Eastermar","Friesland"
"Netherlands",NL,"Echtenerbrug","Friesland"
"Netherlands",NL,"Feanwâlden","Friesland"
"Netherlands",NL,"Ferwert","Friesland"
"Netherlands",NL,"Franeker","Friesland"
"Netherlands",NL,"Garyp","Friesland"
"Netherlands",NL,"Gemeente Achtkarspelen","Friesland"
"Netherlands",NL,"Gemeente Ameland","Friesland"
"Netherlands",NL,"Gemeente Dantumadiel","Friesland"
"Netherlands",NL,"Gemeente Harlingen","Friesland"
"Netherlands",NL,"Gemeente Heerenveen","Friesland"
"Netherlands",NL,"Gemeente Leeuwarden","Friesland"
"Netherlands",NL,"Gemeente Ooststellingwerf","Friesland"
"Netherlands",NL,"Gemeente Opsterland","Friesland"
"Netherlands",NL,"Gemeente Schiermonnikoog","Friesland"
"Netherlands",NL,"Gemeente Smallingerland","Friesland"
"Netherlands",NL,"Gemeente Terschelling","Friesland"
"Netherlands",NL,"Gemeente Tytsjerksteradiel","Friesland"
"Netherlands",NL,"Gemeente Vlieland","Friesland"
"Netherlands",NL,"Gemeente Weststellingwerf","Friesland"
"Netherlands",NL,"Gorredijk","Friesland"
"Netherlands",NL,"Goutum","Friesland"
"Netherlands",NL,"Grou","Friesland"
"Netherlands",NL,"Gytsjerk","Friesland"
"Netherlands",NL,"Hallum","Friesland"
"Netherlands",NL,"Harkema","Friesland"
"Netherlands",NL,"Harlingen","Friesland"
"Netherlands",NL,"Haulerwijk","Friesland"
"Netherlands",NL,"Heechterp","Friesland"
"Netherlands",NL,"Heeg","Friesland"
"Netherlands",NL,"Heerenveen","Friesland"
"Netherlands",NL,"Hoek","Friesland"
"Netherlands",NL,"Hollum","Friesland"
"Netherlands",NL,"Holwerd","Friesland"
"Netherlands",NL,"Huizum","Friesland"
"Netherlands",NL,"Hurdegaryp","Friesland"
"Netherlands",NL,"IJlst","Friesland"
"Netherlands",NL,"Jirnsum","Friesland"
"Netherlands",NL,"Joure","Friesland"
"Netherlands",NL,"Jubbega","Friesland"
"Netherlands",NL,"Kollum","Friesland"
"Netherlands",NL,"Kollumerzwaag","Friesland"
"Netherlands",NL,"Kootstertille","Friesland"
"Netherlands",NL,"Koudum","Friesland"
"Netherlands",NL,"Langweer","Friesland"
"Netherlands",NL,"Leeuwarden","Friesland"
"Netherlands",NL,"Lemmer","Friesland"
"Netherlands",NL,"Makkum","Friesland"
"Netherlands",NL,"Mantgum","Friesland"
"Netherlands",NL,"Marrum","Friesland"
"Netherlands",NL,"Marsum","Friesland"
"Netherlands",NL,"Menaam","Friesland"
"Netherlands",NL,"Minnertsga","Friesland"
"Netherlands",NL,"Nes","Friesland"
"Netherlands",NL,"Nieuwehorne","Friesland"
"Netherlands",NL,"Noardburgum","Friesland"
"Netherlands",NL,"Noordwolde","Friesland"
"Netherlands",NL,"Oentsjerk","Friesland"
"Netherlands",NL,"Oldeberkoop","Friesland"
"Netherlands",NL,"Oost-Vlieland","Friesland"
"Netherlands",NL,"Oosterwolde","Friesland"
"Netherlands",NL,"Opeinde","Friesland"
"Netherlands",NL,"Oppenhuizen","Friesland"
"Netherlands",NL,"Oranjewoud","Friesland"
"Netherlands",NL,"Oudega","Friesland"
"Netherlands",NL,"Oudehaske","Friesland"
"Netherlands",NL,"Oudemirdum","Friesland"
"Netherlands",NL,"Oudeschoot","Friesland"
"Netherlands",NL,"Rottevalle","Friesland"
"Netherlands",NL,"Scharnegoutum","Friesland"
"Netherlands",NL,"Schiermonnikoog","Friesland"
"Netherlands",NL,"Sexbierum","Friesland"
"Netherlands",NL,"Sint Annaparochie","Friesland"
"Netherlands",NL,"Sint Jacobiparochie","Friesland"
"Netherlands",NL,"Sint Nicolaasga","Friesland"
"Netherlands",NL,"Sintjohannesga","Friesland"
"Netherlands",NL,"Sneek","Friesland"
"Netherlands",NL,"Stadsfenne","Friesland"
"Netherlands",NL,"Stiens","Friesland"
"Netherlands",NL,"Surhuisterveen","Friesland"
"Netherlands",NL,"Sûdwest Fryslân","Friesland"
"Netherlands",NL,"Ternaard","Friesland"
"Netherlands",NL,"Tijnje","Friesland"
"Netherlands",NL,"Tinga","Friesland"
"Netherlands",NL,"Twijzel","Friesland"
"Netherlands",NL,"Twijzelerheide","Friesland"
"Netherlands",NL,"Tytsjerk","Friesland"
"Netherlands",NL,"Tzummarum","Friesland"
"Netherlands",NL,"Ureterp","Friesland"
"Netherlands",NL,"Waadhoeke","Friesland"
"Netherlands",NL,"Warga","Friesland"
"Netherlands",NL,"West-Terschelling","Friesland"
"Netherlands",NL,"Westeinde","Friesland"
"Netherlands",NL,"Wijnjewoude","Friesland"
"Netherlands",NL,"Wirdum","Friesland"
"Netherlands",NL,"Witmarsum","Friesland"
"Netherlands",NL,"Wolvega","Friesland"
"Netherlands",NL,"Wommels","Friesland"
"Netherlands",NL,"Workum","Friesland"
"Netherlands",NL,"Woudsend","Friesland"
"Netherlands",NL,"Zuiderburen","Friesland"
"Netherlands",NL,"'s-Heerenberg","Gelderland"
"Netherlands",NL,"Aalst","Gelderland"
"Netherlands",NL,"Aalten","Gelderland"
"Netherlands",NL,"Afferden","Gelderland"
"Netherlands",NL,"Alverna","Gelderland"
"Netherlands",NL,"Ammerzoden","Gelderland"
"Netherlands",NL,"Andelst","Gelderland"
"Netherlands",NL,"Angeren","Gelderland"
"Netherlands",NL,"Angerlo","Gelderland"
"Netherlands",NL,"Anklaar","Gelderland"
"Netherlands",NL,"Apeldoorn","Gelderland"
"Netherlands",NL,"Arnhem","Gelderland"
"Netherlands",NL,"Babberich","Gelderland"
"Netherlands",NL,"Bakenberg","Gelderland"
"Netherlands",NL,"Barneveld","Gelderland"
"Netherlands",NL,"Beek gem Montferland","Gelderland"
"Netherlands",NL,"Beekbergen","Gelderland"
"Netherlands",NL,"Beesd","Gelderland"
"Netherlands",NL,"Beltrum","Gelderland"
"Netherlands",NL,"Bemmel","Gelderland"
"Netherlands",NL,"Bennekom","Gelderland"
"Netherlands",NL,"Berg en Bos","Gelderland"
"Netherlands",NL,"Berg en Dal","Gelderland"
"Netherlands",NL,"Bergharen","Gelderland"
"Netherlands",NL,"Berkelland","Gelderland"
"Netherlands",NL,"Beuningen","Gelderland"
"Netherlands",NL,"Beusichem","Gelderland"
"Netherlands",NL,"Binnenstad","Gelderland"
"Netherlands",NL,"Borculo","Gelderland"
"Netherlands",NL,"Brakel","Gelderland"
"Netherlands",NL,"Brakkenstein","Gelderland"
"Netherlands",NL,"Bredevoort","Gelderland"
"Netherlands",NL,"Bredeweg","Gelderland"
"Netherlands",NL,"Brinkhorst","Gelderland"
"Netherlands",NL,"Bruchem","Gelderland"
"Netherlands",NL,"Brummelhof","Gelderland"
"Netherlands",NL,"Brummen","Gelderland"
"Netherlands",NL,"Burgemeesterswijk","Gelderland"
"Netherlands",NL,"Componistenkwartier","Gelderland"
"Netherlands",NL,"Corlaer","Gelderland"
"Netherlands",NL,"Culemborg","Gelderland"
"Netherlands",NL,"De Bouwhof","Gelderland"
"Netherlands",NL,"De Haven","Gelderland"
"Netherlands",NL,"De Heeze","Gelderland"
"Netherlands",NL,"De Mheen","Gelderland"
"Netherlands",NL,"Deest","Gelderland"
"Netherlands",NL,"Deil","Gelderland"
"Netherlands",NL,"Dieren","Gelderland"
"Netherlands",NL,"Doesburg","Gelderland"
"Netherlands",NL,"Doetinchem","Gelderland"
"Netherlands",NL,"Doornenburg","Gelderland"
"Netherlands",NL,"Doornspijk","Gelderland"
"Netherlands",NL,"Doornsteeg","Gelderland"
"Netherlands",NL,"Doorwerth","Gelderland"
"Netherlands",NL,"Driehuizen","Gelderland"
"Netherlands",NL,"Driel","Gelderland"
"Netherlands",NL,"Drumpt","Gelderland"
"Netherlands",NL,"Druten","Gelderland"
"Netherlands",NL,"Duiven","Gelderland"
"Netherlands",NL,"Ede","Gelderland"
"Netherlands",NL,"Ederveen","Gelderland"
"Netherlands",NL,"Eefde","Gelderland"
"Netherlands",NL,"Eerbeek","Gelderland"
"Netherlands",NL,"Eibergen","Gelderland"
"Netherlands",NL,"Elburg","Gelderland"
"Netherlands",NL,"Elden","Gelderland"
"Netherlands",NL,"Ellecom","Gelderland"
"Netherlands",NL,"Elspeet","Gelderland"
"Netherlands",NL,"Elst","Gelderland"
"Netherlands",NL,"Emst","Gelderland"
"Netherlands",NL,"Epe","Gelderland"
"Netherlands",NL,"Epse","Gelderland"
"Netherlands",NL,"Ermelo","Gelderland"
"Netherlands",NL,"Etten","Gelderland"
"Netherlands",NL,"Gameren","Gelderland"
"Netherlands",NL,"Garderen","Gelderland"
"Netherlands",NL,"Geitenkamp","Gelderland"
"Netherlands",NL,"Geldermalsen","Gelderland"
"Netherlands",NL,"Geldermalsen-West","Gelderland"
"Netherlands",NL,"Gemeente Aalten","Gelderland"
"Netherlands",NL,"Gemeente Apeldoorn","Gelderland"
"Netherlands",NL,"Gemeente Arnhem","Gelderland"
"Netherlands",NL,"Gemeente Barneveld","Gelderland"
"Netherlands",NL,"Gemeente Berg en Dal","Gelderland"
"Netherlands",NL,"Gemeente Beuningen","Gelderland"
"Netherlands",NL,"Gemeente Bronckhorst","Gelderland"
"Netherlands",NL,"Gemeente Brummen","Gelderland"
"Netherlands",NL,"Gemeente Buren","Gelderland"
"Netherlands",NL,"Gemeente Culemborg","Gelderland"
"Netherlands",NL,"Gemeente Doesburg","Gelderland"
"Netherlands",NL,"Gemeente Doetinchem","Gelderland"
"Netherlands",NL,"Gemeente Druten","Gelderland"
"Netherlands",NL,"Gemeente Duiven","Gelderland"
"Netherlands",NL,"Gemeente Ede","Gelderland"
"Netherlands",NL,"Gemeente Elburg","Gelderland"
"Netherlands",NL,"Gemeente Epe","Gelderland"
"Netherlands",NL,"Gemeente Ermelo","Gelderland"
"Netherlands",NL,"Gemeente Harderwijk","Gelderland"
"Netherlands",NL,"Gemeente Hattem","Gelderland"
"Netherlands",NL,"Gemeente Heerde","Gelderland"
"Netherlands",NL,"Gemeente Heumen","Gelderland"
"Netherlands",NL,"Gemeente Lingewaard","Gelderland"
"Netherlands",NL,"Gemeente Lochem","Gelderland"
"Netherlands",NL,"Gemeente Maasdriel","Gelderland"
"Netherlands",NL,"Gemeente Montferland","Gelderland"
"Netherlands",NL,"Gemeente Neder-Betuwe","Gelderland"
"Netherlands",NL,"Gemeente Nijkerk","Gelderland"
"Netherlands",NL,"Gemeente Nijmegen","Gelderland"
"Netherlands",NL,"Gemeente Nunspeet","Gelderland"
"Netherlands",NL,"Gemeente Oldebroek","Gelderland"
"Netherlands",NL,"Gemeente Overbetuwe","Gelderland"
"Netherlands",NL,"Gemeente Putten","Gelderland"
"Netherlands",NL,"Gemeente Renkum","Gelderland"
"Netherlands",NL,"Gemeente Rheden","Gelderland"
"Netherlands",NL,"Gemeente Rozendaal","Gelderland"
"Netherlands",NL,"Gemeente Scherpenzeel","Gelderland"
"Netherlands",NL,"Gemeente Tiel","Gelderland"
"Netherlands",NL,"Gemeente Voorst","Gelderland"
"Netherlands",NL,"Gemeente Wageningen","Gelderland"
"Netherlands",NL,"Gemeente West Maas en Waal","Gelderland"
"Netherlands",NL,"Gemeente Westervoort","Gelderland"
"Netherlands",NL,"Gemeente Wijchen","Gelderland"
"Netherlands",NL,"Gemeente Winterswijk","Gelderland"
"Netherlands",NL,"Gemeente Zaltbommel","Gelderland"
"Netherlands",NL,"Gemeente Zevenaar","Gelderland"
"Netherlands",NL,"Gemeente Zutphen","Gelderland"
"Netherlands",NL,"Gendringen","Gelderland"
"Netherlands",NL,"Gendt","Gelderland"
"Netherlands",NL,"Giesbeek","Gelderland"
"Netherlands",NL,"Gorssel","Gelderland"
"Netherlands",NL,"Groesbeek","Gelderland"
"Netherlands",NL,"Groessen","Gelderland"
"Netherlands",NL,"Gulden Bodem","Gelderland"
"Netherlands",NL,"Haaften","Gelderland"
"Netherlands",NL,"Haalderen","Gelderland"
"Netherlands",NL,"Harderwijk","Gelderland"
"Netherlands",NL,"Harskamp","Gelderland"
"Netherlands",NL,"Hatert","Gelderland"
"Netherlands",NL,"Hattem","Gelderland"
"Netherlands",NL,"Hattemerbroek","Gelderland"
"Netherlands",NL,"Hedel","Gelderland"
"Netherlands",NL,"Heelsum","Gelderland"
"Netherlands",NL,"Heerde","Gelderland"
"Netherlands",NL,"Heerewaarden","Gelderland"
"Netherlands",NL,"Hees","Gelderland"
"Netherlands",NL,"Hengelo","Gelderland"
"Netherlands",NL,"Hengstdal","Gelderland"
"Netherlands",NL,"Herwijnen","Gelderland"
"Netherlands",NL,"Het Loo","Gelderland"
"Netherlands",NL,"Heteren","Gelderland"
"Netherlands",NL,"Heumen","Gelderland"
"Netherlands",NL,"Hoogkamp","Gelderland"
"Netherlands",NL,"Horssen","Gelderland"
"Netherlands",NL,"Hummelo","Gelderland"
"Netherlands",NL,"Hunnerberg","Gelderland"
"Netherlands",NL,"Ingen","Gelderland"
"Netherlands",NL,"Keijenborg","Gelderland"
"Netherlands",NL,"Kerkdriel","Gelderland"
"Netherlands",NL,"Kerschoten","Gelderland"
"Netherlands",NL,"Kesteren","Gelderland"
"Netherlands",NL,"Kootwijkerbroek","Gelderland"
"Netherlands",NL,"Laren","Gelderland"
"Netherlands",NL,"Leesten","Gelderland"
"Netherlands",NL,"Lent","Gelderland"
"Netherlands",NL,"Leuth","Gelderland"
"Netherlands",NL,"Lichtenvoorde","Gelderland"
"Netherlands",NL,"Lienden","Gelderland"
"Netherlands",NL,"Lindenholt","Gelderland"
"Netherlands",NL,"Lobith","Gelderland"
"Netherlands",NL,"Lochem","Gelderland"
"Netherlands",NL,"Loenen","Gelderland"
"Netherlands",NL,"Lunteren","Gelderland"
"Netherlands",NL,"Malburgen West","Gelderland"
"Netherlands",NL,"Matendonk","Gelderland"
"Netherlands",NL,"Matendreef","Gelderland"
"Netherlands",NL,"Matengaarde","Gelderland"
"Netherlands",NL,"Matenhoeve","Gelderland"
"Netherlands",NL,"Matenhorst","Gelderland"
"Netherlands",NL,"Matenveld","Gelderland"
"Netherlands",NL,"Maurik","Gelderland"
"Netherlands",NL,"Meteren","Gelderland"
"Netherlands",NL,"Nederhemert","Gelderland"
"Netherlands",NL,"Nederhemert-Noord","Gelderland"
"Netherlands",NL,"Nederwoud","Gelderland"
"Netherlands",NL,"Neede","Gelderland"
"Netherlands",NL,"Nijkerk","Gelderland"
"Netherlands",NL,"Nijkerkerveen","Gelderland"
"Netherlands",NL,"Nijmegen","Gelderland"
"Netherlands",NL,"Nunspeet","Gelderland"
"Netherlands",NL,"Ochten","Gelderland"
"Netherlands",NL,"Oldebroek","Gelderland"
"Netherlands",NL,"Ooij","Gelderland"
"Netherlands",NL,"Oost Gelre","Gelderland"
"Netherlands",NL,"Oostendorp","Gelderland"
"Netherlands",NL,"Oosterbeek","Gelderland"
"Netherlands",NL,"Oosterhout","Gelderland"
"Netherlands",NL,"Ooy","Gelderland"
"Netherlands",NL,"Ooyerhoek","Gelderland"
"Netherlands",NL,"Ophemert","Gelderland"
